SID,Degree,Semester,Course,Marks,Discipline
2400,BS,Fall00,CS-101,83,CS
2400,BS,Fall00,CS-102,93,CS
2400,BS,Fall00,CS-103,78,CS
2400,BS,Fall00,CS-104,55,CS
2400,BS,Fall00,SS-201,99,CS
2400,BS,Fall00,MS-301,76,CS
2401,BS,Fall00,CS-101,91,CS
2401,BS,Fall00,CS-102,56,CS
2401,BS,Fall00,CS-103,50,CS
2401,BS,Fall00,CS-104,98,CS
2401,BS,Fall00,SS-201,51,CS
2401,BS,Fall00,MS-301,78,CS
2402,BS,Fall00,CS-101,68,CS
2402,BS,Fall00,CS-102,68,CS
2402,BS,Fall00,CS-103,73,CS
2402,BS,Fall00,CS-104,60,CS
2402,BS,Fall00,SS-201,53,CS
2402,BS,Fall00,MS-301,80,CS
2403,BS,Fall00,CS-101,95,CS
2403,BS,Fall00,CS-102,81,CS
2403,BS,Fall00,CS-103,96,CS
2403,BS,Fall00,CS-104,53,CS
2403,BS,Fall00,SS-201,55,CS
2403,BS,Fall00,MS-301,83,CS
2404,BS,Fall00,CS-101,71,CS
2404,BS,Fall00,CS-102,93,CS
2404,BS,Fall00,CS-103,68,CS
2404,BS,Fall00,CS-104,65,CS
2404,BS,Fall00,SS-201,75,CS
2404,BS,Fall00,MS-301,85,CS
2405,BS,Fall00,CS-101,98,CS
2405,BS,Fall00,CS-102,56,CS
2405,BS,Fall00,CS-103,91,CS
2405,BS,Fall00,CS-104,59,CS
2405,BS,Fall00,SS-201,77,CS
2405,BS,Fall00,MS-301,87,CS
2406,BS,Fall00,CS-101,75,CS
2406,BS,Fall00,CS-102,68,CS
2406,BS,Fall00,CS-103,64,CS
2406,BS,Fall00,CS-104,70,CS
2406,BS,Fall00,SS-201,79,CS
2406,BS,Fall00,MS-301,89,CS
2407,BS,Fall00,CS-101,52,CS
2407,BS,Fall00,CS-102,81,CS
2407,BS,Fall00,CS-103,55,CS
2407,BS,Fall00,CS-104,64,CS
2407,BS,Fall00,SS-201,81,CS
2407,BS,Fall00,MS-301,91,CS
2408,BS,Fall00,CS-101,78,CS
2408,BS,Fall00,CS-102,93,CS
2408,BS,Fall00,CS-103,77,CS
2408,BS,Fall00,CS-104,75,CS
2408,BS,Fall00,SS-201,83,CS
2408,BS,Fall00,MS-301,93,CS
2409,BS,Fall00,CS-101,87,CS
2409,BS,Fall00,CS-102,88,CS
2409,BS,Fall00,CS-103,50,CS
2409,BS,Fall00,CS-104,69,CS
2409,BS,Fall00,SS-201,53,CS
2409,BS,Fall00,MS-301,95,CS
2410,BS,Fall00,CS-101,64,CS
2410,BS,Fall00,CS-102,50,CS
2410,BS,Fall00,CS-103,73,CS
2410,BS,Fall00,CS-104,81,CS
2410,BS,Fall00,SS-201,55,CS
2410,BS,Fall00,MS-301,97,CS
2411,BS,Fall00,CS-101,91,CS
2411,BS,Fall00,CS-102,62,CS
2411,BS,Fall00,CS-103,95,CS
2411,BS,Fall00,CS-104,74,CS
2411,BS,Fall00,SS-201,57,CS
2411,BS,Fall00,MS-301,99,CS
2412,BS,Fall00,CS-101,67,CS
2412,BS,Fall00,CS-102,75,CS
2412,BS,Fall00,CS-103,68,CS
2412,BS,Fall00,CS-104,86,CS
2412,BS,Fall00,SS-201,59,CS
2412,BS,Fall00,MS-301,51,CS
2413,BS,Fall00,CS-101,94,CS
2413,BS,Fall00,CS-102,87,CS
2413,BS,Fall00,CS-103,91,CS
2413,BS,Fall00,CS-104,79,CS
2413,BS,Fall00,SS-201,61,CS
2413,BS,Fall00,MS-301,54,CS
2414,BS,Fall00,CS-101,71,CS
2414,BS,Fall00,CS-102,50,CS
2414,BS,Fall00,CS-103,64,CS
2414,BS,Fall00,CS-104,91,CS
2414,BS,Fall00,SS-201,63,CS
2414,BS,Fall00,MS-301,56,CS
2415,BS,Fall00,CS-101,97,CS
2415,BS,Fall00,CS-102,62,CS
2415,BS,Fall00,CS-103,86,CS
2415,BS,Fall00,CS-104,85,CS
2415,BS,Fall00,SS-201,82,CS
2415,BS,Fall00,MS-301,58,CS
2416,BS,Fall00,CS-101,74,CS
2416,BS,Fall00,CS-102,75,CS
2416,BS,Fall00,CS-103,59,CS
2416,BS,Fall00,CS-104,96,CS
2416,BS,Fall00,SS-201,84,CS
2416,BS,Fall00,MS-301,60,CS
2417,BS,Fall00,CS-101,51,CS
2417,BS,Fall00,CS-102,87,CS
2417,BS,Fall00,CS-103,82,CS
2417,BS,Fall00,CS-104,90,CS
2417,BS,Fall00,SS-201,86,CS
2417,BS,Fall00,MS-301,62,CS
2418,BS,Fall00,CS-101,60,CS
2418,BS,Fall00,CS-102,50,CS
2418,BS,Fall00,CS-103,73,CS
2418,BS,Fall00,CS-104,51,CS
2418,BS,Fall00,SS-201,88,CS
2418,BS,Fall00,MS-301,64,CS
2419,BS,Fall00,CS-101,86,CS
2419,BS,Fall00,CS-102,94,CS
2419,BS,Fall00,CS-103,95,CS
2419,BS,Fall00,CS-104,95,CS
2419,BS,Fall00,SS-201,90,CS
2419,BS,Fall00,MS-301,66,CS
2420,BS,Fall00,CS-101,63,CS
2420,BS,Fall00,CS-102,57,CS
2420,BS,Fall00,CS-103,68,CS
2420,BS,Fall00,CS-104,57,CS
2420,BS,Fall00,SS-201,60,CS
2420,BS,Fall00,MS-301,68,CS
2421,BS,Fall00,CS-101,90,CS
2421,BS,Fall00,CS-102,69,CS
2421,BS,Fall00,CS-103,91,CS
2421,BS,Fall00,CS-104,50,CS
2421,BS,Fall00,SS-201,62,CS
2421,BS,Fall00,MS-301,70,CS
2422,BS,Fall00,CS-101,67,CS
2422,BS,Fall00,CS-102,81,CS
