SID,Degree,Semester,Course,Marks,Discipline
4000,BS,Fall04,CS-101,94,CS
4000,BS,Fall04,CS-102,79,CS
4000,BS,Fall04,CS-103,62,CS
4000,BS,Fall04,CS-104,91,CS
4000,BS,Fall04,SS-201,91,CS
4000,BS,Fall04,MS-301,52,CS
4001,BS,Fall04,CS-101,71,CS
4001,BS,Fall04,CS-102,92,CS
4001,BS,Fall04,CS-103,84,CS
4001,BS,Fall04,CS-104,85,CS
4001,BS,Fall04,SS-201,93,CS
4001,BS,Fall04,MS-301,55,CS
4002,BS,Fall04,CS-101,98,CS
4002,BS,Fall04,CS-102,54,CS
4002,BS,Fall04,CS-103,57,CS
4002,BS,Fall04,CS-104,96,CS
4002,BS,Fall04,SS-201,95,CS
4002,BS,Fall04,MS-301,57,CS
4003,BS,Fall04,CS-101,57,CS
4003,BS,Fall04,CS-102,66,CS
4003,BS,Fall04,CS-103,80,CS
4003,BS,Fall04,CS-104,90,CS
4003,BS,Fall04,SS-201,65,CS
4003,BS,Fall04,MS-301,59,CS
4004,BS,Fall04,CS-101,83,CS
4004,BS,Fall04,CS-102,79,CS
4004,BS,Fall04,CS-103,53,CS
4004,BS,Fall04,CS-104,52,CS
4004,BS,Fall04,SS-201,67,CS
4004,BS,Fall04,MS-301,61,CS
4005,BS,Fall04,CS-101,60,CS
4005,BS,Fall04,CS-102,91,CS
4005,BS,Fall04,CS-103,75,CS
4005,BS,Fall04,CS-104,95,CS
4005,BS,Fall04,SS-201,69,CS
4005,BS,Fall04,MS-301,63,CS
4006,BS,Fall04,CS-101,87,CS
4006,BS,Fall04,CS-102,54,CS
4006,BS,Fall04,CS-103,98,CS
4006,BS,Fall04,CS-104,57,CS
4006,BS,Fall04,SS-201,71,CS
4006,BS,Fall04,MS-301,65,CS
4007,BS,Fall04,CS-101,63,CS
4007,BS,Fall04,CS-102,66,CS
4007,BS,Fall04,CS-103,71,CS
4007,BS,Fall04,CS-104,50,CS
4007,BS,Fall04,SS-201,73,CS
4007,BS,Fall04,MS-301,67,CS
4008,BS,Fall04,CS-101,90,CS
4008,BS,Fall04,CS-102,79,CS
4008,BS,Fall04,CS-103,61,CS
4008,BS,Fall04,CS-104,62,CS
4008,BS,Fall04,SS-201,93,CS
4008,BS,Fall04,MS-301,69,CS
4009,BS,Fall04,CS-101,67,CS
4009,BS,Fall04,CS-102,73,CS
4009,BS,Fall04,CS-103,84,CS
4009,BS,Fall04,CS-104,55,CS
4009,BS,Fall04,SS-201,94,CS
4009,BS,Fall04,MS-301,71,CS
4010,BS,Fall04,CS-101,94,CS
4010,BS,Fall04,CS-102,86,CS
4010,BS,Fall04,CS-103,57,CS
4010,BS,Fall04,CS-104,67,CS
4010,BS,Fall04,SS-201,96,CS
4010,BS,Fall04,MS-301,73,CS
4011,BS,Fall04,CS-101,52,CS
4011,BS,Fall04,CS-102,98,CS
4011,BS,Fall04,CS-103,80,CS
4011,BS,Fall04,CS-104,61,CS
4011,BS,Fall04,SS-201,98,CS
4011,BS,Fall04,MS-301,75,CS
4012,BS,Fall04,CS-101,79,CS
4012,BS,Fall04,CS-102,61,CS
4012,BS,Fall04,CS-103,52,CS
4012,BS,Fall04,CS-104,72,CS
4012,BS,Fall04,SS-201,50,CS
4012,BS,Fall04,MS-301,78,CS
4013,BS,Fall04,CS-101,56,CS
4013,BS,Fall04,CS-102,73,CS
4013,BS,Fall04,CS-103,75,CS
4013,BS,Fall04,CS-104,66,CS
4013,BS,Fall04,SS-201,70,CS
4013,BS,Fall04,MS-301,80,CS
4014,BS,Fall04,CS-101,83,CS
4014,BS,Fall04,CS-102,85,CS
4014,BS,Fall04,CS-103,98,CS
4014,BS,Fall04,CS-104,77,CS
4014,BS,Fall04,SS-201,72,CS
4014,BS,Fall04,MS-301,82,CS
4015,BS,Fall04,CS-101,59,CS
4015,BS,Fall04,CS-102,98,CS
4015,BS,Fall04,CS-103,71,CS
4015,BS,Fall04,CS-104,71,CS
4015,BS,Fall04,SS-201,74,CS
4015,BS,Fall04,MS-301,84,CS
4016,BS,Fall04,CS-101,86,CS
4016,BS,Fall04,CS-102,60,CS
4016,BS,Fall04,CS-103,93,CS
4016,BS,Fall04,CS-104,83,CS
4016,BS,Fall04,SS-201,76,CS
4016,BS,Fall04,MS-301,86,CS
4017,BS,Fall04,CS-101,63,CS
4017,BS,Fall04,CS-102,73,CS
4017,BS,Fall04,CS-103,66,CS
4017,BS,Fall04,CS-104,76,CS
4017,BS,Fall04,SS-201,78,CS
4017,BS,Fall04,MS-301,88,CS
4018,BS,Fall04,CS-101,89,CS
4018,BS,Fall04,CS-102,85,CS
4018,BS,Fall04,CS-103,89,CS
4018,BS,Fall04,CS-104,88,CS
4018,BS,Fall04,SS-201,80,CS
4018,BS,Fall04,MS-301,90,CS
4019,BS,Fall04,CS-101,66,CS
4019,BS,Fall04,CS-102,98,CS
4019,BS,Fall04,CS-103,79,CS
4019,BS,Fall04,CS-104,81,CS
4019,BS,Fall04,SS-201,50,CS
4019,BS,Fall04,MS-301,92,CS
4020,BS,Fall04,CS-101,75,CS
4020,BS,Fall04,CS-102,92,CS
4020,BS,Fall04,CS-103,52,CS
4020,BS,Fall04,CS-104,93,CS
4020,BS,Fall04,SS-201,52,CS
4020,BS,Fall04,MS-301,94,CS
4021,BS,Fall04,CS-101,52,CS
4021,BS,Fall04,CS-102,55,CS
4021,BS,Fall04,CS-103,75,CS
4021,BS,Fall04,CS-104,87,CS
4021,BS,Fall04,SS-201,54,CS
4021,BS,Fall04,MS-301,96,CS
4022,BS,Fall04,CS-101,78,CS
4022,BS,Fall04,CS-102,67,CS
4022,BS,Fall04,CS-103,98,CS
4022,BS,Fall04,CS-104,98,CS
4022,BS,Fall04,SS-201,56,CS
4022,BS,Fall04,MS-301,98,CS
4023,BS,Fall04,CS-101,55,CS
4023,BS,Fall04,CS-102,79,CS
4023,BS,Fall04,CS-103,70,CS
4023,BS,Fall04,CS-104,92,CS
4023,BS,Fall04,SS-201,58,CS
4023,BS,Fall04,MS-301,51,CS
4024,BS,Fall04,CS-101,82,CS
4024,BS,Fall04,CS-102,92,CS
4024,BS,Fall04,CS-103,93,CS
4024,BS,Fall04,CS-104,53,CS
4024,BS,Fall04,SS-201,77,CS
4024,BS,Fall04,MS-301,53,CS
4025,BS,Fall04,CS-101,59,CS
4025,BS,Fall04,CS-102,54,CS
4025,BS,Fall04,CS-103,66,CS
4025,BS,Fall04,CS-104,97,CS
4025,BS,Fall04,SS-201,79,CS
