Reg#,Courses,Score,Program,Sem,Year
2400,CS-101,83,CS,Fall,2002
2400,CS-102,93,CS,Fall,2002
2400,CS-103,78,CS,Fall,2002
2400,CS-104,55,CS,Fall,2002
2400,SS-201,99,CS,Fall,2002
2400,MS-301,76,CS,Fall,2002
2401,CS-101,91,CS,Fall,2002
2401,CS-102,56,CS,Fall,2002
2401,CS-103,50,CS,Fall,2002
2401,CS-104,98,CS,Fall,2002
2401,SS-201,51,CS,Fall,2002
2401,MS-301,78,CS,Fall,2002
2402,CS-101,68,CS,Fall,2002
2402,CS-102,68,CS,Fall,2002
2402,CS-103,73,CS,Fall,2002
2402,CS-104,60,CS,Fall,2002
2402,SS-201,53,CS,Fall,2002
2402,MS-301,80,CS,Fall,2002
2403,CS-101,95,CS,Fall,2002
2403,CS-102,81,CS,Fall,2002
2403,CS-103,96,CS,Fall,2002
2403,CS-104,53,CS,Fall,2002
2403,SS-201,55,CS,Fall,2002
2403,MS-301,83,CS,Fall,2002
2404,CS-101,71,CS,Fall,2002
2404,CS-102,93,CS,Fall,2002
2404,CS-103,68,CS,Fall,2002
2404,CS-104,65,CS,Fall,2002
2404,SS-201,75,CS,Fall,2002
2404,MS-301,85,CS,Fall,2002
2405,CS-101,98,CS,Fall,2002
2405,CS-102,56,CS,Fall,2002
2405,CS-103,91,CS,Fall,2002
2405,CS-104,59,CS,Fall,2002
2405,SS-201,77,CS,Fall,2002
2405,MS-301,87,CS,Fall,2002
2406,CS-101,75,CS,Fall,2002
2406,CS-102,68,CS,Fall,2002
2406,CS-103,64,CS,Fall,2002
2406,CS-104,70,CS,Fall,2002
2406,SS-201,79,CS,Fall,2002
2406,MS-301,89,CS,Fall,2002
2407,CS-101,52,CS,Fall,2002
2407,CS-102,81,CS,Fall,2002
2407,CS-103,55,CS,Fall,2002
2407,CS-104,64,CS,Fall,2002
2407,SS-201,81,CS,Fall,2002
2407,MS-301,91,CS,Fall,2002
2408,CS-101,78,CS,Fall,2002
2408,CS-102,93,CS,Fall,2002
2408,CS-103,77,CS,Fall,2002
2408,CS-104,75,CS,Fall,2002
2408,SS-201,83,CS,Fall,2002
2408,MS-301,93,CS,Fall,2002
2409,CS-101,87,CS,Fall,2002
2409,CS-102,88,CS,Fall,2002
2409,CS-103,50,CS,Fall,2002
2409,CS-104,69,CS,Fall,2002
2409,SS-201,53,CS,Fall,2002
2409,MS-301,95,CS,Fall,2002
2410,CS-101,64,CS,Fall,2002
2410,CS-102,50,CS,Fall,2002
2410,CS-103,73,CS,Fall,2002
2410,CS-104,81,CS,Fall,2002
2410,SS-201,55,CS,Fall,2002
2410,MS-301,97,CS,Fall,2002
2411,CS-101,91,CS,Fall,2002
2411,CS-102,62,CS,Fall,2002
2411,CS-103,95,CS,Fall,2002
2411,CS-104,74,CS,Fall,2002
2411,SS-201,57,CS,Fall,2002
2411,MS-301,99,CS,Fall,2002
2412,CS-101,67,CS,Fall,2002
2412,CS-102,75,CS,Fall,2002
2412,CS-103,68,CS,Fall,2002
2412,CS-104,86,CS,Fall,2002
2412,SS-201,59,CS,Fall,2002
2412,MS-301,51,CS,Fall,2002
2413,CS-101,94,CS,Fall,2002
2413,CS-102,87,CS,Fall,2002
2413,CS-103,91,CS,Fall,2002
2413,CS-104,79,CS,Fall,2002
2413,SS-201,61,CS,Fall,2002
2413,MS-301,54,CS,Fall,2002
2414,CS-101,71,CS,Fall,2002
2414,CS-102,50,CS,Fall,2002
2414,CS-103,64,CS,Fall,2002
2414,CS-104,91,CS,Fall,2002
2414,SS-201,63,CS,Fall,2002
2414,MS-301,56,CS,Fall,2002
2415,CS-101,97,CS,Fall,2002
2415,CS-102,62,CS,Fall,2002
2415,CS-103,86,CS,Fall,2002
2415,CS-104,85,CS,Fall,2002
2415,SS-201,82,CS,Fall,2002
2415,MS-301,58,CS,Fall,2002
2416,CS-101,74,CS,Fall,2002
2416,CS-102,75,CS,Fall,2002
2416,CS-103,59,CS,Fall,2002
2416,CS-104,96,CS,Fall,2002
2416,SS-201,84,CS,Fall,2002
2416,MS-301,60,CS,Fall,2002
2417,CS-101,51,CS,Fall,2002
2417,CS-102,87,CS,Fall,2002
2417,CS-103,82,CS,Fall,2002
2417,CS-104,90,CS,Fall,2002
2417,SS-201,86,CS,Fall,2002
2417,MS-301,62,CS,Fall,2002
2418,CS-101,60,CS,Fall,2002
2418,CS-102,50,CS,Fall,2002
2418,CS-103,73,CS,Fall,2002
2418,CS-104,51,CS,Fall,2002
2418,SS-201,88,CS,Fall,2002
2418,MS-301,64,CS,Fall,2002
2419,CS-101,86,CS,Fall,2002
2419,CS-102,94,CS,Fall,2002
2419,CS-103,95,CS,Fall,2002
2419,CS-104,95,CS,Fall,2002
2419,SS-201,90,CS,Fall,2002
2419,MS-301,66,CS,Fall,2002
