Reg#,Courses,Score,Program,Sem,Year
1500,CS-101,52,CS,Fall,1999
1500,CS-102,86,CS,Fall,1999
1500,CS-103,85,CS,Fall,1999
1500,CS-104,77,CS,Fall,1999
1500,SS-201,68,CS,Fall,1999
1500,MS-301,70,CS,Fall,1999
1501,CS-101,78,CS,Fall,1999
1501,CS-102,98,CS,Fall,1999
1501,CS-103,58,CS,Fall,1999
1501,CS-104,89,CS,Fall,1999
1501,SS-201,70,CS,Fall,1999
1501,MS-301,72,CS,Fall,1999
1502,CS-101,55,CS,Fall,1999
1502,CS-102,60,CS,Fall,1999
1502,CS-103,80,CS,Fall,1999
1502,CS-104,83,CS,Fall,1999
1502,SS-201,72,CS,Fall,1999
1502,MS-301,74,CS,Fall,1999
1503,CS-101,82,CS,Fall,1999
1503,CS-102,55,CS,Fall,1999
1503,CS-103,53,CS,Fall,1999
1503,CS-104,94,CS,Fall,1999
1503,SS-201,92,CS,Fall,1999
1503,MS-301,76,CS,Fall,1999
1504,CS-101,59,CS,Fall,1999
1504,CS-102,67,CS,Fall,1999
1504,CS-103,76,CS,Fall,1999
1504,CS-104,88,CS,Fall,1999
1504,SS-201,94,CS,Fall,1999
1504,MS-301,78,CS,Fall,1999
1505,CS-101,85,CS,Fall,1999
1505,CS-102,80,CS,Fall,1999
1505,CS-103,99,CS,Fall,1999
1505,CS-104,99,CS,Fall,1999
1505,SS-201,96,CS,Fall,1999
1505,MS-301,80,CS,Fall,1999
1506,CS-101,62,CS,Fall,1999
1506,CS-102,92,CS,Fall,1999
1506,CS-103,71,CS,Fall,1999
1506,CS-104,93,CS,Fall,1999
1506,SS-201,98,CS,Fall,1999
1506,MS-301,82,CS,Fall,1999
1507,CS-101,89,CS,Fall,1999
1507,CS-102,55,CS,Fall,1999
1507,CS-103,94,CS,Fall,1999
1507,CS-104,55,CS,Fall,1999
1507,SS-201,50,CS,Fall,1999
1507,MS-301,85,CS,Fall,1999
1508,CS-101,97,CS,Fall,1999
1508,CS-102,67,CS,Fall,1999
1508,CS-103,67,CS,Fall,1999
1508,CS-104,98,CS,Fall,1999
1508,SS-201,70,CS,Fall,1999
1508,MS-301,87,CS,Fall,1999
1509,CS-101,74,CS,Fall,1999
1509,CS-102,80,CS,Fall,1999
1509,CS-103,89,CS,Fall,1999
1509,CS-104,60,CS,Fall,1999
1509,SS-201,72,CS,Fall,1999
1509,MS-301,89,CS,Fall,1999
1510,CS-101,51,CS,Fall,1999
1510,CS-102,92,CS,Fall,1999
1510,CS-103,62,CS,Fall,1999
1510,CS-104,53,CS,Fall,1999
1510,SS-201,74,CS,Fall,1999
1510,MS-301,91,CS,Fall,1999
1511,CS-101,78,CS,Fall,1999
1511,CS-102,55,CS,Fall,1999
1511,CS-103,85,CS,Fall,1999
1511,CS-104,65,CS,Fall,1999
1511,SS-201,76,CS,Fall,1999
