SID,Degree,Semester,Course,Marks,Discipline
1200,BS,Fall97,CS-101,81,CS
1200,BS,Fall97,CS-102,54,CS
1200,BS,Fall97,CS-103,81,CS
1200,BS,Fall97,CS-104,86,CS
1200,BS,Fall97,SS-201,81,CS
1200,BS,Fall97,MS-301,74,CS
1201,BS,Fall97,CS-101,57,CS
1201,BS,Fall97,CS-102,67,CS
1201,BS,Fall97,CS-103,54,CS
1201,BS,Fall97,CS-104,80,CS
1201,BS,Fall97,SS-201,83,CS
1201,BS,Fall97,MS-301,76,CS
1202,BS,Fall97,CS-101,84,CS
1202,BS,Fall97,CS-102,79,CS
1202,BS,Fall97,CS-103,77,CS
1202,BS,Fall97,CS-104,92,CS
1202,BS,Fall97,SS-201,85,CS
1202,BS,Fall97,MS-301,78,CS
1203,BS,Fall97,CS-101,61,CS
1203,BS,Fall97,CS-102,92,CS
1203,BS,Fall97,CS-103,50,CS
1203,BS,Fall97,CS-104,85,CS
1203,BS,Fall97,SS-201,87,CS
1203,BS,Fall97,MS-301,80,CS
1204,BS,Fall97,CS-101,88,CS
1204,BS,Fall97,CS-102,54,CS
1204,BS,Fall97,CS-103,72,CS
1204,BS,Fall97,CS-104,79,CS
1204,BS,Fall97,SS-201,88,CS
1204,BS,Fall97,MS-301,82,CS
1205,BS,Fall97,CS-101,64,CS
1205,BS,Fall97,CS-102,67,CS
1205,BS,Fall97,CS-103,95,CS
1205,BS,Fall97,CS-104,90,CS
1205,BS,Fall97,SS-201,58,CS
1205,BS,Fall97,MS-301,84,CS
1206,BS,Fall97,CS-101,91,CS
1206,BS,Fall97,CS-102,79,CS
1206,BS,Fall97,CS-103,68,CS
1206,BS,Fall97,CS-104,84,CS
1206,BS,Fall97,SS-201,60,CS
1206,BS,Fall97,MS-301,86,CS
1207,BS,Fall97,CS-101,50,CS
1207,BS,Fall97,CS-102,91,CS
1207,BS,Fall97,CS-103,90,CS
1207,BS,Fall97,CS-104,95,CS
1207,BS,Fall97,SS-201,62,CS
1207,BS,Fall97,MS-301,88,CS
1208,BS,Fall97,CS-101,77,CS
1208,BS,Fall97,CS-102,54,CS
1208,BS,Fall97,CS-103,63,CS
1208,BS,Fall97,CS-104,89,CS
1208,BS,Fall97,SS-201,64,CS
1208,BS,Fall97,MS-301,90,CS
1209,BS,Fall97,CS-101,53,CS
1209,BS,Fall97,CS-102,98,CS
1209,BS,Fall97,CS-103,54,CS
1209,BS,Fall97,CS-104,51,CS
1209,BS,Fall97,SS-201,66,CS
1209,BS,Fall97,MS-301,93,CS
1210,BS,Fall97,CS-101,80,CS
1210,BS,Fall97,CS-102,61,CS
1210,BS,Fall97,CS-103,77,CS
1210,BS,Fall97,CS-104,94,CS
1210,BS,Fall97,SS-201,86,CS
1210,BS,Fall97,MS-301,95,CS
1211,BS,Fall97,CS-101,57,CS
1211,BS,Fall97,CS-102,73,CS
1211,BS,Fall97,CS-103,99,CS
1211,BS,Fall97,CS-104,56,CS
1211,BS,Fall97,SS-201,88,CS
1211,BS,Fall97,MS-301,97,CS
1212,BS,Fall97,CS-101,83,CS
1212,BS,Fall97,CS-102,86,CS
1212,BS,Fall97,CS-103,72,CS
1212,BS,Fall97,CS-104,99,CS
1212,BS,Fall97,SS-201,90,CS
1212,BS,Fall97,MS-301,99,CS
1213,BS,Fall97,CS-101,60,CS
1213,BS,Fall97,CS-102,98,CS
1213,BS,Fall97,CS-103,95,CS
1213,BS,Fall97,CS-104,61,CS
1213,BS,Fall97,SS-201,92,CS
1213,BS,Fall97,MS-301,51,CS
1214,BS,Fall97,CS-101,87,CS
1214,BS,Fall97,CS-102,61,CS
1214,BS,Fall97,CS-103,68,CS
1214,BS,Fall97,CS-104,55,CS
1214,BS,Fall97,SS-201,94,CS
1214,BS,Fall97,MS-301,53,CS
1215,BS,Fall97,CS-101,64,CS
1215,BS,Fall97,CS-102,73,CS
1215,BS,Fall97,CS-103,90,CS
1215,BS,Fall97,CS-104,66,CS
1215,BS,Fall97,SS-201,64,CS
1215,BS,Fall97,MS-301,55,CS
1216,BS,Fall97,CS-101,72,CS
1216,BS,Fall97,CS-102,86,CS
1216,BS,Fall97,CS-103,63,CS
1216,BS,Fall97,CS-104,60,CS
1216,BS,Fall97,SS-201,66,CS
1216,BS,Fall97,MS-301,57,CS
1217,BS,Fall97,CS-101,99,CS
1217,BS,Fall97,CS-102,98,CS
1217,BS,Fall97,CS-103,86,CS
1217,BS,Fall97,CS-104,71,CS
1217,BS,Fall97,SS-201,68,CS
1217,BS,Fall97,MS-301,59,CS
1218,BS,Fall97,CS-101,76,CS
