SID,Degree,Semester,Course,Marks,Discipline
1600,BS,Fall98,CS-101,59,CS
1600,BS,Fall98,CS-102,51,CS
1600,BS,Fall98,CS-103,51,CS
1600,BS,Fall98,CS-104,86,CS
1600,BS,Fall98,SS-201,54,CS
1600,BS,Fall98,MS-301,97,CS
1601,BS,Fall98,CS-101,85,CS
1601,BS,Fall98,CS-102,63,CS
1601,BS,Fall98,CS-103,92,CS
1601,BS,Fall98,CS-104,80,CS
1601,BS,Fall98,SS-201,56,CS
1601,BS,Fall98,MS-301,99,CS
1602,BS,Fall98,CS-101,62,CS
1602,BS,Fall98,CS-102,76,CS
1602,BS,Fall98,CS-103,65,CS
1602,BS,Fall98,CS-104,92,CS
1602,BS,Fall98,SS-201,58,CS
1602,BS,Fall98,MS-301,51,CS
1603,BS,Fall98,CS-101,89,CS
1603,BS,Fall98,CS-102,88,CS
1603,BS,Fall98,CS-103,88,CS
1603,BS,Fall98,CS-104,85,CS
1603,BS,Fall98,SS-201,59,CS
1603,BS,Fall98,MS-301,54,CS
1604,BS,Fall98,CS-101,66,CS
1604,BS,Fall98,CS-102,50,CS
1604,BS,Fall98,CS-103,60,CS
1604,BS,Fall98,CS-104,97,CS
1604,BS,Fall98,SS-201,79,CS
1604,BS,Fall98,MS-301,56,CS
1605,BS,Fall98,CS-101,92,CS
1605,BS,Fall98,CS-102,63,CS
1605,BS,Fall98,CS-103,83,CS
1605,BS,Fall98,CS-104,90,CS
1605,BS,Fall98,SS-201,81,CS
1605,BS,Fall98,MS-301,58,CS
1606,BS,Fall98,CS-101,69,CS
1606,BS,Fall98,CS-102,75,CS
1606,BS,Fall98,CS-103,56,CS
1606,BS,Fall98,CS-104,52,CS
1606,BS,Fall98,SS-201,83,CS
1606,BS,Fall98,MS-301,60,CS
1607,BS,Fall98,CS-101,96,CS
1607,BS,Fall98,CS-102,88,CS
1607,BS,Fall98,CS-103,79,CS
1607,BS,Fall98,CS-104,96,CS
1607,BS,Fall98,SS-201,85,CS
1607,BS,Fall98,MS-301,62,CS
1608,BS,Fall98,CS-101,54,CS
1608,BS,Fall98,CS-102,50,CS
1608,BS,Fall98,CS-103,51,CS
1608,BS,Fall98,CS-104,57,CS
1608,BS,Fall98,SS-201,87,CS
1608,BS,Fall98,MS-301,64,CS
1609,BS,Fall98,CS-101,81,CS
1609,BS,Fall98,CS-102,95,CS
1609,BS,Fall98,CS-103,74,CS
1609,BS,Fall98,CS-104,51,CS
1609,BS,Fall98,SS-201,89,CS
1609,BS,Fall98,MS-301,66,CS
1610,BS,Fall98,CS-101,58,CS
1610,BS,Fall98,CS-102,57,CS
1610,BS,Fall98,CS-103,97,CS
1610,BS,Fall98,CS-104,62,CS
1610,BS,Fall98,SS-201,59,CS
1610,BS,Fall98,MS-301,68,CS
1611,BS,Fall98,CS-101,85,CS
1611,BS,Fall98,CS-102,70,CS
1611,BS,Fall98,CS-103,69,CS
1611,BS,Fall98,CS-104,56,CS
1611,BS,Fall98,SS-201,61,CS
1611,BS,Fall98,MS-301,70,CS
1612,BS,Fall98,CS-101,61,CS
1612,BS,Fall98,CS-102,82,CS
1612,BS,Fall98,CS-103,60,CS
1612,BS,Fall98,CS-104,68,CS
1612,BS,Fall98,SS-201,63,CS
1612,BS,Fall98,MS-301,72,CS
1613,BS,Fall98,CS-101,88,CS
1613,BS,Fall98,CS-102,95,CS
1613,BS,Fall98,CS-103,83,CS
1613,BS,Fall98,CS-104,61,CS
1613,BS,Fall98,SS-201,65,CS
1613,BS,Fall98,MS-301,74,CS
1614,BS,Fall98,CS-101,65,CS
1614,BS,Fall98,CS-102,57,CS
1614,BS,Fall98,CS-103,56,CS
1614,BS,Fall98,CS-104,73,CS
1614,BS,Fall98,SS-201,67,CS
1614,BS,Fall98,MS-301,77,CS
1615,BS,Fall98,CS-101,92,CS
1615,BS,Fall98,CS-102,69,CS
1615,BS,Fall98,CS-103,78,CS
1615,BS,Fall98,CS-104,66,CS
1615,BS,Fall98,SS-201,87,CS
1615,BS,Fall98,MS-301,79,CS
1616,BS,Fall98,CS-101,50,CS
1616,BS,Fall98,CS-102,82,CS
1616,BS,Fall98,CS-103,51,CS
1616,BS,Fall98,CS-104,78,CS
1616,BS,Fall98,SS-201,89,CS
1616,BS,Fall98,MS-301,81,CS
1617,BS,Fall98,CS-101,77,CS
1617,BS,Fall98,CS-102,94,CS
1617,BS,Fall98,CS-103,74,CS
1617,BS,Fall98,CS-104,72,CS
1617,BS,Fall98,SS-201,90,CS
1617,BS,Fall98,MS-301,83,CS
1618,BS,Fall98,CS-101,54,CS
1618,BS,Fall98,CS-102,57,CS
1618,BS,Fall98,CS-103,96,CS
1618,BS,Fall98,CS-104,83,CS
1618,BS,Fall98,SS-201,92,CS
1618,BS,Fall98,MS-301,85,CS
1619,BS,Fall98,CS-101,80,CS
1619,BS,Fall98,CS-102,51,CS
1619,BS,Fall98,CS-103,69,CS
1619,BS,Fall98,CS-104,77,CS
1619,BS,Fall98,SS-201,94,CS
1619,BS,Fall98,MS-301,87,CS
1620,BS,Fall98,CS-101,57,CS
1620,BS,Fall98,CS-102,64,CS
1620,BS,Fall98,CS-103,92,CS
1620,BS,Fall98,CS-104,88,CS
1620,BS,Fall98,SS-201,64,CS
1620,BS,Fall98,MS-301,89,CS
1621,BS,Fall98,CS-101,84,CS
1621,BS,Fall98,CS-102,76,CS
1621,BS,Fall98,CS-103,65,CS
1621,BS,Fall98,CS-104,82,CS
1621,BS,Fall98,SS-201,66,CS
1621,BS,Fall98,MS-301,91,CS
1622,BS,Fall98,CS-101,61,CS
1622,BS,Fall98,CS-102,89,CS
1622,BS,Fall98,CS-103,87,CS
1622,BS,Fall98,CS-104,93,CS
1622,BS,Fall98,SS-201,68,CS
1622,BS,Fall98,MS-301,93,CS
1623,BS,Fall98,CS-101,87,CS
1623,BS,Fall98,CS-102,51,CS
1623,BS,Fall98,CS-103,78,CS
1623,BS,Fall98,CS-104,87,CS
1623,BS,Fall98,SS-201,70,CS
1623,BS,Fall98,MS-301,95,CS
1624,BS,Fall98,CS-101,64,CS
1624,BS,Fall98,CS-102,64,CS
1624,BS,Fall98,CS-103,51,CS
1624,BS,Fall98,CS-104,99,CS
1624,BS,Fall98,SS-201,72,CS
1624,BS,Fall98,MS-301,97,CS
1625,BS,Fall98,CS-101,73,CS
1625,BS,Fall98,CS-102,76,CS
1625,BS,Fall98,CS-103,74,CS
1625,BS,Fall98,CS-104,92,CS
1625,BS,Fall98,SS-201,74,CS
1625,BS,Fall98,MS-301,50,CS
1626,BS,Fall98,CS-101,50,CS
1626,BS,Fall98,CS-102,88,CS
1626,BS,Fall98,CS-103,96,CS
1626,BS,Fall98,CS-104,54,CS
1626,BS,Fall98,SS-201,94,CS
1626,BS,Fall98,MS-301,52,CS
1627,BS,Fall98,CS-101,76,CS
1627,BS,Fall98,CS-102,51,CS
1627,BS,Fall98,CS-103,69,CS
1627,BS,Fall98,CS-104,97,CS
1627,BS,Fall98,SS-201,96,CS
1627,BS,Fall98,MS-301,54,CS
1628,BS,Fall98,CS-101,53,CS
1628,BS,Fall98,CS-102,63,CS
1628,BS,Fall98,CS-103,92,CS
1628,BS,Fall98,CS-104,59,CS
1628,BS,Fall98,SS-201,98,CS
1628,BS,Fall98,MS-301,56,CS
1629,BS,Fall98,CS-101,80,CS
1629,BS,Fall98,CS-102,76,CS
1629,BS,Fall98,CS-103,64,CS
1629,BS,Fall98,CS-104,53,CS
1629,BS,Fall98,SS-201,50,CS
1629,BS,Fall98,MS-301,58,CS
1630,BS,Fall98,CS-101,57,CS
1630,BS,Fall98,CS-102,70,CS
1630,BS,Fall98,CS-103,87,CS
1630,BS,Fall98,CS-104,64,CS
1630,BS,Fall98,SS-201,52,CS
1630,BS,Fall98,MS-301,60,CS
1631,BS,Fall98,CS-101,83,CS
1631,BS,Fall98,CS-102,83,CS
1631,BS,Fall98,CS-103,60,CS
1631,BS,Fall98,CS-104,58,CS
