Reg#,Courses,Score,Program,Sem,Year
3000,CS-101,74,CS,Fall,2004
3000,CS-102,88,CS,Fall,2004
3000,CS-103,85,CS,Fall,2004
3000,CS-104,55,CS,Fall,2004
3000,SS-201,75,CS,Fall,2004
3000,MS-301,87,CS,Fall,2004
3001,CS-101,51,CS,Fall,2004
3001,CS-102,51,CS,Fall,2004
3001,CS-103,57,CS,Fall,2004
3001,CS-104,66,CS,Fall,2004
3001,SS-201,95,CS,Fall,2004
3001,MS-301,89,CS,Fall,2004
3002,CS-101,60,CS,Fall,2004
3002,CS-102,63,CS,Fall,2004
3002,CS-103,80,CS,Fall,2004
3002,CS-104,60,CS,Fall,2004
3002,SS-201,97,CS,Fall,2004
3002,MS-301,91,CS,Fall,2004
3003,CS-101,87,CS,Fall,2004
3003,CS-102,75,CS,Fall,2004
3003,CS-103,53,CS,Fall,2004
3003,CS-104,72,CS,Fall,2004
3003,SS-201,99,CS,Fall,2004
3003,MS-301,93,CS,Fall,2004
3004,CS-101,63,CS,Fall,2004
3004,CS-102,88,CS,Fall,2004
3004,CS-103,75,CS,Fall,2004
3004,CS-104,65,CS,Fall,2004
3004,SS-201,51,CS,Fall,2004
3004,MS-301,95,CS,Fall,2004
3005,CS-101,90,CS,Fall,2004
3005,CS-102,50,CS,Fall,2004
3005,CS-103,98,CS,Fall,2004
3005,CS-104,77,CS,Fall,2004
3005,SS-201,52,CS,Fall,2004
3005,MS-301,97,CS,Fall,2004
3006,CS-101,67,CS,Fall,2004
3006,CS-102,63,CS,Fall,2004
3006,CS-103,71,CS,Fall,2004
3006,CS-104,70,CS,Fall,2004
3006,SS-201,72,CS,Fall,2004
3006,MS-301,99,CS,Fall,2004
3007,CS-101,94,CS,Fall,2004
3007,CS-102,75,CS,Fall,2004
3007,CS-103,94,CS,Fall,2004
3007,CS-104,82,CS,Fall,2004
3007,SS-201,74,CS,Fall,2004
3007,MS-301,51,CS,Fall,2004
3008,CS-101,70,CS,Fall,2004
3008,CS-102,88,CS,Fall,2004
3008,CS-103,66,CS,Fall,2004
3008,CS-104,76,CS,Fall,2004
3008,SS-201,76,CS,Fall,2004
3008,MS-301,53,CS,Fall,2004
3009,CS-101,97,CS,Fall,2004
3009,CS-102,82,CS,Fall,2004
3009,CS-103,89,CS,Fall,2004
3009,CS-104,87,CS,Fall,2004
3009,SS-201,78,CS,Fall,2004
3009,MS-301,55,CS,Fall,2004
3010,CS-101,56,CS,Fall,2004
3010,CS-102,95,CS,Fall,2004
3010,CS-103,62,CS,Fall,2004
3010,CS-104,81,CS,Fall,2004
3010,SS-201,80,CS,Fall,2004
3010,MS-301,58,CS,Fall,2004
3011,CS-101,82,CS,Fall,2004
3011,CS-102,57,CS,Fall,2004
3011,CS-103,85,CS,Fall,2004
3011,CS-104,92,CS,Fall,2004
3011,SS-201,50,CS,Fall,2004
3011,MS-301,60,CS,Fall,2004
3012,CS-101,59,CS,Fall,2004
3012,CS-102,70,CS,Fall,2004
3012,CS-103,75,CS,Fall,2004
3012,CS-104,86,CS,Fall,2004
3012,SS-201,52,CS,Fall,2004
3012,MS-301,62,CS,Fall,2004
3013,CS-101,86,CS,Fall,2004
3013,CS-102,82,CS,Fall,2004
3013,CS-103,98,CS,Fall,2004
3013,CS-104,98,CS,Fall,2004
3013,SS-201,54,CS,Fall,2004
3013,MS-301,64,CS,Fall,2004
3014,CS-101,63,CS,Fall,2004
3014,CS-102,94,CS,Fall,2004
3014,CS-103,71,CS,Fall,2004
3014,CS-104,91,CS,Fall,2004
3014,SS-201,56,CS,Fall,2004
3014,MS-301,66,CS,Fall,2004
3015,CS-101,89,CS,Fall,2004
3015,CS-102,57,CS,Fall,2004
3015,CS-103,93,CS,Fall,2004
3015,CS-104,53,CS,Fall,2004
