SID,Degree,Semester,Course,Marks,Discipline
400,BS,Fall95,CS-101,75,CS
400,BS,Fall95,CS-102,61,CS
400,BS,Fall95,CS-103,55,CS
400,BS,Fall95,CS-104,68,CS
400,BS,Fall95,SS-201,85,CS
400,BS,Fall95,MS-301,77,CS
401,BS,Fall95,CS-101,52,CS
401,BS,Fall95,CS-102,74,CS
401,BS,Fall95,CS-103,78,CS
401,BS,Fall95,CS-104,62,CS
401,BS,Fall95,SS-201,87,CS
401,BS,Fall95,MS-301,79,CS
402,BS,Fall95,CS-101,78,CS
402,BS,Fall95,CS-102,86,CS
402,BS,Fall95,CS-103,51,CS
402,BS,Fall95,CS-104,73,CS
402,BS,Fall95,SS-201,89,CS
402,BS,Fall95,MS-301,81,CS
403,BS,Fall95,CS-101,55,CS
403,BS,Fall95,CS-102,99,CS
403,BS,Fall95,CS-103,91,CS
403,BS,Fall95,CS-104,67,CS
403,BS,Fall95,SS-201,91,CS
403,BS,Fall95,MS-301,83,CS
404,BS,Fall95,CS-101,82,CS
404,BS,Fall95,CS-102,61,CS
404,BS,Fall95,CS-103,64,CS
404,BS,Fall95,CS-104,78,CS
404,BS,Fall95,SS-201,93,CS
404,BS,Fall95,MS-301,85,CS
405,BS,Fall95,CS-101,58,CS
405,BS,Fall95,CS-102,74,CS
405,BS,Fall95,CS-103,87,CS
405,BS,Fall95,CS-104,72,CS
405,BS,Fall95,SS-201,63,CS
405,BS,Fall95,MS-301,87,CS
406,BS,Fall95,CS-101,67,CS
406,BS,Fall95,CS-102,86,CS
406,BS,Fall95,CS-103,60,CS
406,BS,Fall95,CS-104,84,CS
406,BS,Fall95,SS-201,65,CS
406,BS,Fall95,MS-301,89,CS
407,BS,Fall95,CS-101,94,CS
407,BS,Fall95,CS-102,99,CS
407,BS,Fall95,CS-103,82,CS
407,BS,Fall95,CS-104,77,CS
407,BS,Fall95,SS-201,66,CS
407,BS,Fall95,MS-301,91,CS
408,BS,Fall95,CS-101,71,CS
408,BS,Fall95,CS-102,93,CS
408,BS,Fall95,CS-103,55,CS
408,BS,Fall95,CS-104,89,CS
408,BS,Fall95,SS-201,68,CS
408,BS,Fall95,MS-301,93,CS
409,BS,Fall95,CS-101,97,CS
409,BS,Fall95,CS-102,56,CS
409,BS,Fall95,CS-103,78,CS
409,BS,Fall95,CS-104,82,CS
409,BS,Fall95,SS-201,70,CS
409,BS,Fall95,MS-301,95,CS
410,BS,Fall95,CS-101,74,CS
410,BS,Fall95,CS-102,68,CS
410,BS,Fall95,CS-103,51,CS
410,BS,Fall95,CS-104,94,CS
410,BS,Fall95,SS-201,72,CS
410,BS,Fall95,MS-301,98,CS
411,BS,Fall95,CS-101,51,CS
411,BS,Fall95,CS-102,80,CS
411,BS,Fall95,CS-103,73,CS
411,BS,Fall95,CS-104,88,CS
411,BS,Fall95,SS-201,92,CS
411,BS,Fall95,MS-301,50,CS
412,BS,Fall95,CS-101,78,CS
412,BS,Fall95,CS-102,93,CS
412,BS,Fall95,CS-103,96,CS
412,BS,Fall95,CS-104,99,CS
412,BS,Fall95,SS-201,94,CS
412,BS,Fall95,MS-301,52,CS
413,BS,Fall95,CS-101,54,CS
413,BS,Fall95,CS-102,55,CS
413,BS,Fall95,CS-103,69,CS
413,BS,Fall95,CS-104,93,CS
413,BS,Fall95,SS-201,96,CS
413,BS,Fall95,MS-301,54,CS
414,BS,Fall95,CS-101,81,CS
414,BS,Fall95,CS-102,68,CS
414,BS,Fall95,CS-103,91,CS
414,BS,Fall95,CS-104,54,CS
414,BS,Fall95,SS-201,98,CS
414,BS,Fall95,MS-301,56,CS
415,BS,Fall95,CS-101,90,CS
415,BS,Fall95,CS-102,80,CS
415,BS,Fall95,CS-103,82,CS
415,BS,Fall95,CS-104,98,CS
415,BS,Fall95,SS-201,50,CS
415,BS,Fall95,MS-301,58,CS
416,BS,Fall95,CS-101,66,CS
416,BS,Fall95,CS-102,93,CS
416,BS,Fall95,CS-103,55,CS
416,BS,Fall95,CS-104,60,CS
416,BS,Fall95,SS-201,70,CS
416,BS,Fall95,MS-301,60,CS
417,BS,Fall95,CS-101,93,CS
417,BS,Fall95,CS-102,55,CS
417,BS,Fall95,CS-103,78,CS
417,BS,Fall95,CS-104,53,CS
417,BS,Fall95,SS-201,72,CS
417,BS,Fall95,MS-301,62,CS
418,BS,Fall95,CS-101,70,CS
418,BS,Fall95,CS-102,68,CS
418,BS,Fall95,CS-103,50,CS
418,BS,Fall95,CS-104,65,CS
418,BS,Fall95,SS-201,74,CS
418,BS,Fall95,MS-301,64,CS
419,BS,Fall95,CS-101,97,CS
419,BS,Fall95,CS-102,62,CS
419,BS,Fall95,CS-103,73,CS
419,BS,Fall95,CS-104,58,CS
419,BS,Fall95,SS-201,76,CS
419,BS,Fall95,MS-301,66,CS
420,BS,Fall95,CS-101,73,CS
420,BS,Fall95,CS-102,75,CS
420,BS,Fall95,CS-103,96,CS
420,BS,Fall95,CS-104,70,CS
420,BS,Fall95,SS-201,78,CS
420,BS,Fall95,MS-301,69,CS
421,BS,Fall95,CS-101,50,CS
421,BS,Fall95,CS-102,87,CS
421,BS,Fall95,CS-103,69,CS
421,BS,Fall95,CS-104,64,CS
421,BS,Fall95,SS-201,97,CS
421,BS,Fall95,MS-301,71,CS
422,BS,Fall95,CS-101,77,CS
