SID,Degree,Semester,Course,Marks,Discipline
3200,BS,Fall02,CS-101,88,CS
3200,BS,Fall02,CS-102,86,CS
3200,BS,Fall02,CS-103,86,CS
3200,BS,Fall02,CS-104,73,CS
3200,BS,Fall02,SS-201,95,CS
3200,BS,Fall02,MS-301,73,CS
3201,BS,Fall02,CS-101,65,CS
3201,BS,Fall02,CS-102,99,CS
3201,BS,Fall02,CS-103,58,CS
3201,BS,Fall02,CS-104,67,CS
3201,BS,Fall02,SS-201,97,CS
3201,BS,Fall02,MS-301,75,CS
3202,BS,Fall02,CS-101,74,CS
3202,BS,Fall02,CS-102,61,CS
3202,BS,Fall02,CS-103,99,CS
3202,BS,Fall02,CS-104,78,CS
3202,BS,Fall02,SS-201,99,CS
3202,BS,Fall02,MS-301,78,CS
3203,BS,Fall02,CS-101,51,CS
3203,BS,Fall02,CS-102,74,CS
3203,BS,Fall02,CS-103,72,CS
3203,BS,Fall02,CS-104,72,CS
3203,BS,Fall02,SS-201,69,CS
3203,BS,Fall02,MS-301,80,CS
3204,BS,Fall02,CS-101,77,CS
3204,BS,Fall02,CS-102,86,CS
3204,BS,Fall02,CS-103,95,CS
3204,BS,Fall02,CS-104,83,CS
3204,BS,Fall02,SS-201,71,CS
3204,BS,Fall02,MS-301,82,CS
3205,BS,Fall02,CS-101,54,CS
3205,BS,Fall02,CS-102,99,CS
3205,BS,Fall02,CS-103,67,CS
3205,BS,Fall02,CS-104,77,CS
3205,BS,Fall02,SS-201,73,CS
3205,BS,Fall02,MS-301,84,CS
3206,BS,Fall02,CS-101,81,CS
3206,BS,Fall02,CS-102,61,CS
3206,BS,Fall02,CS-103,90,CS
3206,BS,Fall02,CS-104,88,CS
3206,BS,Fall02,SS-201,75,CS
3206,BS,Fall02,MS-301,86,CS
3207,BS,Fall02,CS-101,58,CS
3207,BS,Fall02,CS-102,73,CS
3207,BS,Fall02,CS-103,63,CS
3207,BS,Fall02,CS-104,82,CS
3207,BS,Fall02,SS-201,77,CS
3207,BS,Fall02,MS-301,88,CS
3208,BS,Fall02,CS-101,84,CS
3208,BS,Fall02,CS-102,86,CS
3208,BS,Fall02,CS-103,85,CS
3208,BS,Fall02,CS-104,94,CS
3208,BS,Fall02,SS-201,79,CS
3208,BS,Fall02,MS-301,90,CS
3209,BS,Fall02,CS-101,61,CS
3209,BS,Fall02,CS-102,80,CS
3209,BS,Fall02,CS-103,58,CS
3209,BS,Fall02,CS-104,87,CS
3209,BS,Fall02,SS-201,99,CS
3209,BS,Fall02,MS-301,92,CS
3210,BS,Fall02,CS-101,70,CS
3210,BS,Fall02,CS-102,93,CS
3210,BS,Fall02,CS-103,81,CS
3210,BS,Fall02,CS-104,99,CS
3210,BS,Fall02,SS-201,51,CS
3210,BS,Fall02,MS-301,94,CS
3211,BS,Fall02,CS-101,96,CS
3211,BS,Fall02,CS-102,55,CS
3211,BS,Fall02,CS-103,54,CS
3211,BS,Fall02,CS-104,92,CS
3211,BS,Fall02,SS-201,53,CS
3211,BS,Fall02,MS-301,96,CS
3212,BS,Fall02,CS-101,73,CS
3212,BS,Fall02,CS-102,68,CS
3212,BS,Fall02,CS-103,76,CS
3212,BS,Fall02,CS-104,54,CS
3212,BS,Fall02,SS-201,54,CS
3212,BS,Fall02,MS-301,98,CS
3213,BS,Fall02,CS-101,50,CS
3213,BS,Fall02,CS-102,80,CS
3213,BS,Fall02,CS-103,67,CS
3213,BS,Fall02,CS-104,98,CS
3213,BS,Fall02,SS-201,56,CS
3213,BS,Fall02,MS-301,51,CS
3214,BS,Fall02,CS-101,77,CS
3214,BS,Fall02,CS-102,93,CS
3214,BS,Fall02,CS-103,90,CS
3214,BS,Fall02,CS-104,59,CS
3214,BS,Fall02,SS-201,76,CS
3214,BS,Fall02,MS-301,53,CS
3215,BS,Fall02,CS-101,53,CS
3215,BS,Fall02,CS-102,55,CS
3215,BS,Fall02,CS-103,62,CS
3215,BS,Fall02,CS-104,53,CS
3215,BS,Fall02,SS-201,78,CS
3215,BS,Fall02,MS-301,55,CS
3216,BS,Fall02,CS-101,80,CS
3216,BS,Fall02,CS-102,68,CS
3216,BS,Fall02,CS-103,85,CS
