Reg#,Courses,Score,Program,Sem,Year
1800,CS-101,73,CS,Fall,2000
1800,CS-102,99,CS,Fall,2000
1800,CS-103,70,CS,Fall,2000
1800,CS-104,87,CS,Fall,2000
1800,SS-201,56,CS,Fall,2000
1800,MS-301,66,CS,Fall,2000
1801,CS-101,99,CS,Fall,2000
1801,CS-102,61,CS,Fall,2000
1801,CS-103,93,CS,Fall,2000
1801,CS-104,98,CS,Fall,2000
1801,SS-201,58,CS,Fall,2000
1801,MS-301,68,CS,Fall,2000
1802,CS-101,76,CS,Fall,2000
1802,CS-102,74,CS,Fall,2000
1802,CS-103,66,CS,Fall,2000
1802,CS-104,92,CS,Fall,2000
1802,SS-201,78,CS,Fall,2000
1802,MS-301,70,CS,Fall,2000
1803,CS-101,53,CS,Fall,2000
1803,CS-102,86,CS,Fall,2000
1803,CS-103,57,CS,Fall,2000
1803,CS-104,53,CS,Fall,2000
1803,SS-201,80,CS,Fall,2000
1803,MS-301,72,CS,Fall,2000
1804,CS-101,80,CS,Fall,2000
1804,CS-102,99,CS,Fall,2000
1804,CS-103,79,CS,Fall,2000
1804,CS-104,97,CS,Fall,2000
1804,SS-201,82,CS,Fall,2000
1804,MS-301,74,CS,Fall,2000
1805,CS-101,56,CS,Fall,2000
1805,CS-102,61,CS,Fall,2000
1805,CS-103,52,CS,Fall,2000
1805,CS-104,58,CS,Fall,2000
1805,SS-201,84,CS,Fall,2000
1805,MS-301,76,CS,Fall,2000
1806,CS-101,83,CS,Fall,2000
1806,CS-102,74,CS,Fall,2000
1806,CS-103,75,CS,Fall,2000
1806,CS-104,52,CS,Fall,2000
1806,SS-201,86,CS,Fall,2000
1806,MS-301,79,CS,Fall,2000
1807,CS-101,60,CS,Fall,2000
1807,CS-102,86,CS,Fall,2000
1807,CS-103,98,CS,Fall,2000
1807,CS-104,64,CS,Fall,2000
1807,SS-201,56,CS,Fall,2000
1807,MS-301,81,CS,Fall,2000
1808,CS-101,68,CS,Fall,2000
1808,CS-102,99,CS,Fall,2000
1808,CS-103,70,CS,Fall,2000
1808,CS-104,57,CS,Fall,2000
1808,SS-201,58,CS,Fall,2000
1808,MS-301,83,CS,Fall,2000
1809,CS-101,95,CS,Fall,2000
1809,CS-102,93,CS,Fall,2000
1809,CS-103,93,CS,Fall,2000
1809,CS-104,69,CS,Fall,2000
1809,SS-201,59,CS,Fall,2000
1809,MS-301,85,CS,Fall,2000
1810,CS-101,72,CS,Fall,2000
1810,CS-102,55,CS,Fall,2000
1810,CS-103,66,CS,Fall,2000
1810,CS-104,62,CS,Fall,2000
