Reg#,Courses,Score,Program,Sem,Year
2100,CS-101,94,CS,Fall,2001
2100,CS-102,80,CS,Fall,2001
2100,CS-103,74,CS,Fall,2001
2100,CS-104,96,CS,Fall,2001
2100,SS-201,62,CS,Fall,2001
2100,MS-301,80,CS,Fall,2001
2101,CS-101,70,CS,Fall,2001
2101,CS-102,93,CS,Fall,2001
2101,CS-103,97,CS,Fall,2001
2101,CS-104,57,CS,Fall,2001
2101,SS-201,64,CS,Fall,2001
2101,MS-301,82,CS,Fall,2001
2102,CS-101,97,CS,Fall,2001
2102,CS-102,55,CS,Fall,2001
2102,CS-103,69,CS,Fall,2001
2102,CS-104,51,CS,Fall,2001
2102,SS-201,66,CS,Fall,2001
2102,MS-301,84,CS,Fall,2001
2103,CS-101,74,CS,Fall,2001
2103,CS-102,50,CS,Fall,2001
2103,CS-103,92,CS,Fall,2001
2103,CS-104,94,CS,Fall,2001
2103,SS-201,68,CS,Fall,2001
2103,MS-301,86,CS,Fall,2001
2104,CS-101,50,CS,Fall,2001
2104,CS-102,62,CS,Fall,2001
2104,CS-103,65,CS,Fall,2001
2104,CS-104,56,CS,Fall,2001
2104,SS-201,70,CS,Fall,2001
2104,MS-301,89,CS,Fall,2001
2105,CS-101,77,CS,Fall,2001
2105,CS-102,74,CS,Fall,2001
2105,CS-103,56,CS,Fall,2001
2105,CS-104,50,CS,Fall,2001
2105,SS-201,89,CS,Fall,2001
2105,MS-301,91,CS,Fall,2001
2106,CS-101,54,CS,Fall,2001
2106,CS-102,87,CS,Fall,2001
2106,CS-103,78,CS,Fall,2001
2106,CS-104,61,CS,Fall,2001
2106,SS-201,91,CS,Fall,2001
2106,MS-301,93,CS,Fall,2001
2107,CS-101,81,CS,Fall,2001
2107,CS-102,99,CS,Fall,2001
2107,CS-103,51,CS,Fall,2001
2107,CS-104,55,CS,Fall,2001
2107,SS-201,93,CS,Fall,2001
2107,MS-301,95,CS,Fall,2001
2108,CS-101,57,CS,Fall,2001
2108,CS-102,62,CS,Fall,2001
2108,CS-103,74,CS,Fall,2001
2108,CS-104,66,CS,Fall,2001
2108,SS-201,95,CS,Fall,2001
2108,MS-301,97,CS,Fall,2001
2109,CS-101,66,CS,Fall,2001
2109,CS-102,74,CS,Fall,2001
2109,CS-103,97,CS,Fall,2001
2109,CS-104,60,CS,Fall,2001
2109,SS-201,97,CS,Fall,2001
2109,MS-301,99,CS,Fall,2001
2110,CS-101,93,CS,Fall,2001
2110,CS-102,87,CS,Fall,2001
2110,CS-103,69,CS,Fall,2001
2110,CS-104,72,CS,Fall,2001
2110,SS-201,99,CS,Fall,2001
2110,MS-301,51,CS,Fall,2001
2111,CS-101,70,CS,Fall,2001
2111,CS-102,99,CS,Fall,2001
2111,CS-103,92,CS,Fall,2001
2111,CS-104,65,CS,Fall,2001
2111,SS-201,69,CS,Fall,2001
2111,MS-301,53,CS,Fall,2001
2112,CS-101,96,CS,Fall,2001
2112,CS-102,62,CS,Fall,2001
2112,CS-103,65,CS,Fall,2001
2112,CS-104,77,CS,Fall,2001
2112,SS-201,71,CS,Fall,2001
2112,MS-301,55,CS,Fall,2001
2113,CS-101,73,CS,Fall,2001
2113,CS-102,74,CS,Fall,2001
2113,CS-103,87,CS,Fall,2001
2113,CS-104,70,CS,Fall,2001
2113,SS-201,73,CS,Fall,2001
2113,MS-301,57,CS,Fall,2001
2114,CS-101,50,CS,Fall,2001
2114,CS-102,69,CS,Fall,2001
2114,CS-103,60,CS,Fall,2001
2114,CS-104,82,CS,Fall,2001
2114,SS-201,75,CS,Fall,2001
2114,MS-301,59,CS,Fall,2001
2115,CS-101,77,CS,Fall,2001
2115,CS-102,81,CS,Fall,2001
2115,CS-103,83,CS,Fall,2001
2115,CS-104,75,CS,Fall,2001
2115,SS-201,77,CS,Fall,2001
2115,MS-301,62,CS,Fall,2001
2116,CS-101,53,CS,Fall,2001
2116,CS-102,93,CS,Fall,2001
2116,CS-103,74,CS,Fall,2001
