Reg#,Courses,Score,Program,Sem,Year
0,CS-101,89,CS,Fall,1994
0,CS-102,60,CS,Fall,1994
0,CS-103,74,CS,Fall,1994
0,CS-104,68,CS,Fall,1994
0,SS-201,87,CS,Fall,1994
0,MS-301,63,CS,Fall,1994
1,CS-101,74,CS,Fall,1994
1,CS-102,78,CS,Fall,1994
1,CS-103,58,CS,Fall,1994
1,CS-104,62,CS,Fall,1994
1,SS-201,64,CS,Fall,1994
1,MS-301,55,CS,Fall,1994
2,CS-101,50,CS,Fall,1994
2,CS-102,90,CS,Fall,1994
2,CS-103,81,CS,Fall,1994
2,CS-104,55,CS,Fall,1994
2,SS-201,66,CS,Fall,1994
2,MS-301,57,CS,Fall,1994
3,CS-101,77,CS,Fall,1994
3,CS-102,52,CS,Fall,1994
3,CS-103,53,CS,Fall,1994
3,CS-104,67,CS,Fall,1994
3,SS-201,68,CS,Fall,1994
3,MS-301,59,CS,Fall,1994
4,CS-101,54,CS,Fall,1994
4,CS-102,65,CS,Fall,1994
4,CS-103,76,CS,Fall,1994
4,CS-104,60,CS,Fall,1994
4,SS-201,70,CS,Fall,1994
4,MS-301,61,CS,Fall,1994
5,CS-101,80,CS,Fall,1994
5,CS-102,77,CS,Fall,1994
5,CS-103,99,CS,Fall,1994
5,CS-104,72,CS,Fall,1994
5,SS-201,90,CS,Fall,1994
5,MS-301,64,CS,Fall,1994
6,CS-101,89,CS,Fall,1994
6,CS-102,90,CS,Fall,1994
6,CS-103,72,CS,Fall,1994
6,CS-104,66,CS,Fall,1994
6,SS-201,92,CS,Fall,1994
6,MS-301,66,CS,Fall,1994
7,CS-101,66,CS,Fall,1994
7,CS-102,52,CS,Fall,1994
7,CS-103,94,CS,Fall,1994
7,CS-104,77,CS,Fall,1994
7,SS-201,94,CS,Fall,1994
7,MS-301,68,CS,Fall,1994
8,CS-101,93,CS,Fall,1994
8,CS-102,97,CS,Fall,1994
8,CS-103,67,CS,Fall,1994
8,CS-104,71,CS,Fall,1994
8,SS-201,95,CS,Fall,1994
8,MS-301,70,CS,Fall,1994
9,CS-101,69,CS,Fall,1994
9,CS-102,59,CS,Fall,1994
9,CS-103,90,CS,Fall,1994
9,CS-104,82,CS,Fall,1994
9,SS-201,97,CS,Fall,1994
9,MS-301,72,CS,Fall,1994
10,CS-101,96,CS,Fall,1994
10,CS-102,72,CS,Fall,1994
10,CS-103,62,CS,Fall,1994
10,CS-104,76,CS,Fall,1994
10,SS-201,99,CS,Fall,1994
10,MS-301,74,CS,Fall,1994
11,CS-101,73,CS,Fall,1994
11,CS-102,84,CS,Fall,1994
11,CS-103,85,CS,Fall,1994
11,CS-104,88,CS,Fall,1994
11,SS-201,69,CS,Fall,1994
11,MS-301,76,CS,Fall,1994
12,CS-101,50,CS,Fall,1994
12,CS-102,97,CS,Fall,1994
12,CS-103,76,CS,Fall,1994
12,CS-104,81,CS,Fall,1994
12,SS-201,71,CS,Fall,1994
12,MS-301,78,CS,Fall,1994
13,CS-101,76,CS,Fall,1994
13,CS-102,59,CS,Fall,1994
13,CS-103,99,CS,Fall,1994
13,CS-104,93,CS,Fall,1994
13,SS-201,73,CS,Fall,1994
13,MS-301,80,CS,Fall,1994
14,CS-101,85,CS,Fall,1994
14,CS-102,71,CS,Fall,1994
14,CS-103,71,CS,Fall,1994
14,CS-104,86,CS,Fall,1994
14,SS-201,75,CS,Fall,1994
14,MS-301,82,CS,Fall,1994
15,CS-101,62,CS,Fall,1994
15,CS-102,84,CS,Fall,1994
15,CS-103,94,CS,Fall,1994
15,CS-104,98,CS,Fall,1994
15,SS-201,77,CS,Fall,1994
15,MS-301,85,CS,Fall,1994
16,CS-101,89,CS,Fall,1994
16,CS-102,96,CS,Fall,1994
16,CS-103,67,CS,Fall,1994
16,CS-104,91,CS,Fall,1994
16,SS-201,97,CS,Fall,1994
16,MS-301,87,CS,Fall,1994
17,CS-101,65,CS,Fall,1994
17,CS-102,59,CS,Fall,1994
17,CS-103,90,CS,Fall,1994
17,CS-104,53,CS,Fall,1994
17,SS-201,99,CS,Fall,1994
17,MS-301,89,CS,Fall,1994
18,CS-101,92,CS,Fall,1994
18,CS-102,71,CS,Fall,1994
18,CS-103,62,CS,Fall,1994
18,CS-104,97,CS,Fall,1994
18,SS-201,51,CS,Fall,1994
18,MS-301,91,CS,Fall,1994
19,CS-101,69,CS,Fall,1994
19,CS-102,66,CS,Fall,1994
19,CS-103,85,CS,Fall,1994
19,CS-104,58,CS,Fall,1994
19,SS-201,53,CS,Fall,1994
19,MS-301,93,CS,Fall,1994
20,CS-101,95,CS,Fall,1994
20,CS-102,78,CS,Fall,1994
20,CS-103,58,CS,Fall,1994
20,CS-104,52,CS,Fall,1994
20,SS-201,55,CS,Fall,1994
20,MS-301,95,CS,Fall,1994
21,CS-101,72,CS,Fall,1994
21,CS-102,91,CS,Fall,1994
21,CS-103,80,CS,Fall,1994
21,CS-104,63,CS,Fall,1994
21,SS-201,75,CS,Fall,1994
21,MS-301,97,CS,Fall,1994
22,CS-101,99,CS,Fall,1994
22,CS-102,53,CS,Fall,1994
22,CS-103,53,CS,Fall,1994
22,CS-104,57,CS,Fall,1994
22,SS-201,77,CS,Fall,1994
22,MS-301,99,CS,Fall,1994
23,CS-101,58,CS,Fall,1994
23,CS-102,65,CS,Fall,1994
23,CS-103,94,CS,Fall,1994
23,CS-104,69,CS,Fall,1994
23,SS-201,78,CS,Fall,1994
23,MS-301,51,CS,Fall,1994
24,CS-101,84,CS,Fall,1994
24,CS-102,78,CS,Fall,1994
24,CS-103,67,CS,Fall,1994
24,CS-104,62,CS,Fall,1994
24,SS-201,80,CS,Fall,1994
24,MS-301,53,CS,Fall,1994
25,CS-101,61,CS,Fall,1994
25,CS-102,90,CS,Fall,1994
25,CS-103,89,CS,Fall,1994
25,CS-104,74,CS,Fall,1994
25,SS-201,82,CS,Fall,1994
25,MS-301,55,CS,Fall,1994
26,CS-101,88,CS,Fall,1994
26,CS-102,53,CS,Fall,1994
26,CS-103,62,CS,Fall,1994
26,CS-104,67,CS,Fall,1994
26,SS-201,84,CS,Fall,1994
26,MS-301,58,CS,Fall,1994
27,CS-101,65,CS,Fall,1994
27,CS-102,65,CS,Fall,1994
27,CS-103,85,CS,Fall,1994
27,CS-104,79,CS,Fall,1994
27,SS-201,54,CS,Fall,1994
27,MS-301,60,CS,Fall,1994
28,CS-101,91,CS,Fall,1994
28,CS-102,78,CS,Fall,1994
28,CS-103,58,CS,Fall,1994
28,CS-104,73,CS,Fall,1994
28,SS-201,56,CS,Fall,1994
28,MS-301,62,CS,Fall,1994
29,CS-101,68,CS,Fall,1994
29,CS-102,72,CS,Fall,1994
29,CS-103,80,CS,Fall,1994
29,CS-104,84,CS,Fall,1994
29,SS-201,58,CS,Fall,1994
29,MS-301,64,CS,Fall,1994
30,CS-101,95,CS,Fall,1994
30,CS-102,85,CS,Fall,1994
30,CS-103,53,CS,Fall,1994
30,CS-104,78,CS,Fall,1994
30,SS-201,60,CS,Fall,1994
30,MS-301,66,CS,Fall,1994
31,CS-101,53,CS,Fall,1994
31,CS-102,97,CS,Fall,1994
31,CS-103,76,CS,Fall,1994
31,CS-104,89,CS,Fall,1994
31,SS-201,62,CS,Fall,1994
31,MS-301,68,CS,Fall,1994
32,CS-101,80,CS,Fall,1994
32,CS-102,60,CS,Fall,1994
32,CS-103,98,CS,Fall,1994
32,CS-104,83,CS,Fall,1994
32,SS-201,82,CS,Fall,1994
32,MS-301,70,CS,Fall,1994
33,CS-101,57,CS,Fall,1994
33,CS-102,72,CS,Fall,1994
33,CS-103,71,CS,Fall,1994
33,CS-104,94,CS,Fall,1994
